N_06-27-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,14:56:27.796,37103,40985,43885,36747,38534,957,994,958,2179,986,1768,1459,1430,1495,1529,1434,517,494,479,438,459,463,428,442,40.0
N_06-27-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,B4 temp.
345,17:20:16.855,957,991,957,2180,987,10,1463,1431,1494,1531,1435,518,492,479,438,460,466,430,445,40.0
346,17:20:21.265,955,992,958,2178,986,1772,1460,1431,1494,1530,1434,514,493,478,437,458,463,429,443,40.0
347,17:20:25.665,955,992,958,2178,987,9,1461,1431,1494,1528,1435,516,493,477,440,459,462,430,443,40.0
348,17:20:30.103,956,993,958,2179,986,1770,1462,1431,1494,1529,1432,517,492,477,438,458,462,429,445,40.0
349,17:20:34.543,956,992,959,2180,985,9,1459,1432,1495,1529,1434,516,493,479,441,460,463,428,443,40.0
350,17:20:38.984,956,993,959,2178,987,1773,1460,1431,1493,1529,1434,514,495,481,438,460,463,424,446,40.0
351,17:20:46.025,956,993,956,2179,987,9,1461,1432,1494,1529,1436,515,494,480,440,461,461,428,446,40.0
352,17:20:50.484,958,994,958,2178,987,1767,1463,1432,1494,1527,1434,518,496,478,440,460,465,424,445,40.0
353,17:20:54.903,956,994,958,2179,985,10,1464,1430,1496,1528,1433,515,494,478,437,461,465,426,447,40.0
354,17:20:59.304,957,993,957,2179,986,15,1461,1430,1492,1527,1434,518,493,478,441,461,463,427,446,40.0
355,17:21:03.866,957,993,958,2178,986,1769,1461,1432,1493,1527,1432,515,494,479,443,460,461,424,446,40.0
356,17:21:08.364,955,994,958,2180,986,11,1461,1428,1494,1528,1432,519,495,478,441,461,461,430,443,40.0
357,17:21:12.785,957,993,959,2179,983,1771,1460,1429,1496,1531,1435,515,491,479,438,458,464,428,443,40.0
358,17:21:17.185,956,991,958,2178,986,11,1464,1428,1496,1528,1433,516,493,479,438,458,464,424,443,40.0
359,17:21:21.648,956,994,960,2180,988,1777,1464,1431,1495,1528,1434,517,494,477,438,457,462,425,445,40.0
360,17:21:26.062,956,993,958,2180,986,11,1460,1432,1492,1528,1434,519,496,478,440,461,465,428,444,40.0
361,17:21:33.110,956,991,960,2180,986,9,1465,1431,1493,1531,1433,515,495,478,441,460,463,424,447,40.0
362,17:21:38.476,957,991,957,2178,986,1770,1465,1430,1497,1529,1431,515,493,478,438,458,463,425,446,40.0
363,17:21:42.884,956,991,957,2180,988,7,1465,1433,1495,1527,1435,516,496,479,438,458,463,427,442,40.0
364,17:21:47.343,956,992,959,2181,988,58,1462,1430,1491,1528,1434,518,491,479,440,461,465,422,446,40.0
365,17:21:51.725,957,991,957,2179,986,13,1460,1431,1494,1528,1434,516,496,479,443,459,464,425,444,40.0
366,17:21:56.145,955,993,958,2178,985,1770,1464,1430,1493,1530,1433,514,496,478,438,458,464,425,445,40.0
367,17:22:00.563,959,992,958,2178,984,9,1462,1432,1492,1529,1435,514,496,478,437,462,461,423,446,40.0
368,17:22:04.924,957,994,959,2179,986,1770,1462,1433,1492,1533,1435,515,494,476,438,460,461,425,444,40.0
369,17:22:09.333,957,996,957,2179,986,7,1462,1431,1498,1533,1434,518,494,476,442,458,461,427,444,40.0
370,17:22:13.725,958,993,957,2179,987,1771,1461,1429,1495,1531,1434,516,493,476,439,461,464,427,444,40.0
371,17:22:20.704,957,992,957,2178,985,12,1461,1433,1493,1533,1432,518,494,479,438,459,464,429,449,40.0
372,17:22:25.165,956,992,959,2179,986,1769,1462,1430,1495,1526,1435,518,496,478,440,458,463,425,444,40.0
373,17:22:29.544,957,996,958,2179,986,8,1460,1430,1492,1529,1437,516,494,479,440,461,464,424,442,40.0
374,17:22:33.964,957,992,958,2180,986,1772,1465,1432,1493,1527,1434,514,494,477,441,459,465,427,446,40.0
375,17:22:38.349,956,991,959,2180,988,8,1461,1432,1496,1527,1432,515,495,478,440,460,466,428,446,40.0
376,17:22:42.946,956,993,959,2179,988,1767,1462,1429,1494,1530,1435,516,494,477,441,458,462,428,444,40.0
377,17:22:47.366,956,994,958,2179,987,7,1462,1432,1496,1529,1432,517,493,479,439,459,464,429,446,40.0
378,17:22:51.930,957,992,961,2178,987,1771,1463,1434,1494,1527,1437,516,495,480,440,459,462,426,446,40.0
379,17:22:56.304,957,994,958,2181,986,7,1463,1429,1494,1526,1431,516,496,478,439,458,462,427,444,40.0
380,17:23:00.772,956,993,958,2179,987,1772,1463,1430,1494,1530,1437,516,496,479,438,462,461,426,445,40.0
381,17:23:07.763,956,993,959,2178,985,11,1459,1428,1493,1530,1436,518,493,481,440,461,462,423,445,40.0
382,17:23:12.185,956,992,961,2180,988,1774,1462,1432,1495,1532,1435,515,496,479,440,457,464,426,445,40.0
383,17:23:16.666,958,993,960,2179,985,10,1462,1430,1493,1529,1431,517,493,476,440,462,465,426,445,40.0
384,17:23:21.197,957,993,959,2178,988,1772,1462,1429,1494,1527,1430,517,491,480,440,460,465,427,445,40.0
385,17:23:25.611,956,993,959,2180,988,11,1460,1429,1494,1528,1434,518,493,477,439,463,464,425,445,40.0
386,17:23:31.138,956,992,957,2178,986,1760,1462,1432,1492,1529,1432,516,493,477,441,461,465,426,444,40.0
387,17:23:35.804,956,990,961,2178,986,11,1462,1434,1493,1533,1435,515,495,479,441,460,462,426,447,40.0
388,17:23:40.182,956,991,958,2179,987,1770,1461,1431,1493,1527,1435,517,496,477,441,458,461,422,444,40.0
389,17:23:44.563,956,994,957,2179,988,10,1461,1429,1492,1533,1431,515,494,479,441,462,462,427,446,40.0
390,17:23:48.960,957,993,958,2179,986,1758,1460,1431,1496,1527,1434,518,493,477,440,462,462,423,445,40.0
391,17:23:55.954,956,992,958,2178,986,10,1460,1433,1494,1529,1435,515,491,480,441,460,464,427,444,40.0
392,17:24:00.224,956,994,957,2178,988,1770,1463,1430,1493,1532,1435,518,493,480,439,460,463,428,443,40.0
393,17:24:04.541,955,991,959,2181,987,10,1463,1433,1494,1528,1437,515,492,478,439,457,464,423,447,40.0
394,17:24:08.805,956,991,957,2178,988,1779,1462,1435,1494,1528,1437,515,493,481,439,461,461,422,447,40.0
395,17:24:13.044,958,991,959,2180,988,9,1463,1430,1496,1530,1435,515,495,476,440,458,462,428,443,40.0
396,17:24:17.305,955,994,958,2181,988,1777,1462,1428,1495,1533,1435,515,493,478,439,460,464,422,446,40.0
397,17:24:21.601,956,993,958,2179,986,1773,1461,1431,1494,1529,1432,517,495,476,441,458,467,429,446,40.0
398,17:24:25.860,956,993,958,2178,987,7,1463,1433,1496,1527,1436,517,493,479,441,460,466,423,443,40.0
399,17:24:30.101,957,991,959,2180,987,1770,1462,1433,1497,1532,1434,519,496,482,438,462,463,425,446,40.0
400,17:24:34.382,958,990,958,2181,986,5,1461,1430,1495,1529,1432,517,493,477,440,462,464,425,443,40.0
401,17:24:41.244,956,994,958,2179,986,10,1465,1429,1492,1527,1432,517,496,477,439,462,462,423,449,40.0
402,17:24:45.584,957,992,957,2180,986,1772,1461,1428,1495,1532,1435,518,492,479,439,460,463,429,446,40.0
403,17:24:49.882,957,993,960,2179,988,1772,1462,1433,1495,1530,1437,518,493,477,440,460,462,425,445,40.0
404,17:24:54.161,955,994,958,2180,987,7,1463,1429,1496,1527,1436,516,492,478,440,458,463,427,445,40.0
405,17:24:58.422,956,993,958,2178,987,1773,1462,1431,1495,1528,1435,518,495,479,441,460,463,426,445,40.0
406,17:25:02.602,955,993,958,2178,987,9,1461,1428,1495,1527,1433,514,493,480,438,461,465,426,444,40.0
407,17:25:06.901,956,993,962,2179,988,1773,1461,1432,1491,1532,1436,516,496,478,439,459,463,429,445,40.0
408,17:25:11.201,956,992,960,2178,986,8,1461,1430,1491,1530,1434,516,492,478,439,461,463,426,447,40.0
409,17:25:15.505,957,993,957,2178,986,1773,1463,1430,1494,1527,1434,515,495,480,438,459,465,424,447,40.0
410,17:25:19.841,955,996,959,2178,987,1771,1463,1430,1493,1530,1434,515,493,479,441,461,464,424,448,40.0
411,17:25:26.704,955,993,959,2179,987,9,1461,1431,1496,1529,1433,517,494,481,439,460,464,428,447,40.0
412,17:25:31.022,956,992,959,2179,988,1775,1461,1430,1494,1527,1431,517,493,478,439,461,464,428,447,40.0
413,17:25:35.341,957,993,959,2179,986,8,1463,1430,1492,1532,1436,514,494,479,441,459,464,426,444,40.0
414,17:25:39.624,956,993,962,2178,986,1774,1462,1431,1495,1527,1437,519,494,478,440,461,463,425,447,40.0
415,17:25:43.924,957,992,958,2179,986,9,1463,1429,1496,1530,1434,515,494,478,440,457,463,425,443,40.0
416,17:25:48.285,955,994,959,2179,987,1771,1462,1428,1491,1529,1433,515,492,478,439,462,463,428,443,40.0
417,17:25:52.585,957,990,957,2180,986,1770,1460,1433,1493,1528,1432,515,494,479,439,458,463,427,445,40.0
418,17:25:56.843,957,990,957,2178,988,6,1463,1430,1493,1528,1432,514,493,478,437,460,462,425,445,40.0
419,17:26:01.103,956,994,958,2180,986,1770,1460,1427,1495,1529,1434,517,494,481,437,460,464,425,445,40.0
420,17:26:05.361,957,992,959,2180,986,9,1464,1430,1496,1528,1437,519,492,476,442,462,463,428,443,40.0
421,17:26:12.281,958,992,958,2181,988,8,1458,1432,1496,1528,1436,518,494,479,440,458,465,424,443,40.0
422,17:26:16.642,957,993,959,2178,988,1773,1463,1431,1494,1527,1437,518,492,478,438,460,462,430,445,40.0
423,17:26:20.883,957,991,959,2179,986,9,1459,1429,1496,1528,1436,518,495,477,440,461,462,427,449,40.0
424,17:26:25.262,958,992,958,2180,984,1770,1462,1433,1495,1529,1432,517,494,478,442,462,462,430,445,40.0
425,17:26:29.645,956,990,958,2180,986,8,1462,1433,1493,1529,1435,515,495,478,441,459,464,422,443,40.0
426,17:26:34.064,955,992,958,2180,986,1778,1462,1430,1493,1528,1434,516,492,480,441,458,461,428,445,40.0
427,17:26:38.324,957,992,959,2179,988,8,1463,1435,1492,1528,1435,515,496,479,439,464,463,427,445,40.0
428,17:26:42.804,956,991,957,2180,986,14,1463,1432,1493,1528,1435,519,492,479,441,458,464,425,450,40.0
429,17:26:47.142,959,992,957,2179,985,1769,1461,1428,1491,1529,1433,516,491,478,441,461,464,422,447,40.0
430,17:26:51.385,957,992,958,2179,987,7,1463,1428,1492,1529,1435,515,492,480,437,461,462,423,448,40.0
431,17:26:58.246,959,992,957,2180,986,7,1462,1431,1491,1530,1434,517,492,479,441,462,462,426,445,40.0
432,17:27:02.544,956,991,958,2180,988,1768,1461,1431,1493,1530,1431,517,494,481,441,459,464,427,443,40.0
433,17:27:06.966,958,991,960,2179,986,7,1463,1432,1495,1528,1435,514,494,479,439,462,462,425,445,40.0
434,17:27:11.242,958,994,960,2179,988,1771,1461,1430,1496,1532,1434,516,496,480,437,462,464,427,446,40.0
435,17:27:15.502,956,992,960,2182,988,9,1458,1431,1492,1531,1437,517,493,477,441,460,464,429,444,40.0
436,17:27:19.844,957,993,958,2179,986,1772,1464,1432,1495,1527,1434,515,495,476,441,460,464,427,446,40.0
437,17:27:24.142,956,994,960,2179,987,8,1461,1434,1493,1528,1435,515,493,479,441,457,461,426,448,40.0
438,17:27:28.544,956,991,961,2180,986,1771,1461,1432,1494,1528,1433,518,492,477,441,461,462,423,447,40.0
439,17:27:32.883,955,993,958,2179,986,8,1463,1432,1494,1527,1435,516,493,479,441,463,465,425,445,40.0
440,17:27:37.203,956,991,960,2180,987,1771,1458,1430,1494,1529,1437,516,494,479,439,460,461,428,445,40.0
441,17:27:44.123,957,991,958,2179,985,10,1460,1432,1493,1527,1433,517,495,478,441,458,463,426,444,40.0
442,17:27:48.381,957,995,959,2180,986,35,1462,1434,1494,1530,1436,514,494,478,440,461,461,430,443,40.0
443,17:27:52.645,958,993,959,2179,988,88,1463,1430,1494,1528,1434,516,495,481,441,458,462,428,447,40.0
444,17:27:56.986,955,992,958,2178,986,1772,1460,1433,1494,1529,1434,515,495,479,440,459,465,427,447,40.0
445,17:28:01.362,957,991,956,2178,984,10,1462,1431,1495,1529,1434,515,492,480,439,459,461,423,447,40.0
446,17:28:05.744,958,993,960,2181,987,1771,1461,1432,1495,1526,1434,516,496,480,439,457,465,422,446,40.0
447,17:28:10.023,957,991,958,2179,988,23,1461,1431,1495,1529,1437,516,496,477,440,462,463,427,446,40.0
448,17:28:14.363,957,991,958,2180,985,58,1460,1432,1492,1528,1435,514,492,480,439,459,466,425,443,40.0
449,17:28:18.958,957,994,958,2179,986,1772,1464,1429,1492,1529,1434,515,494,478,441,460,463,424,450,40.0
450,17:28:23.265,957,995,960,2180,984,25,1461,1433,1495,1527,1434,515,496,480,440,459,461,424,448,40.0
451,17:28:30.125,958,991,958,2181,985,8,1459,1432,1493,1527,1433,518,495,479,439,458,462,425,449,40.0
452,17:28:34.603,957,991,956,2180,986,1772,1463,1428,1495,1528,1433,517,492,478,440,458,462,427,446,40.0
453,17:28:38.985,956,992,960,2182,986,7,1461,1431,1493,1530,1432,516,495,481,439,459,464,429,444,40.0
454,17:28:43.344,956,991,959,2181,985,1768,1460,1430,1494,1527,1435,517,492,478,437,461,462,427,444,40.0
455,17:28:47.607,955,994,960,2181,989,7,1462,1431,1493,1530,1434,515,494,480,439,460,465,429,442,40.0
456,17:28:51.904,959,992,957,2182,984,142,1461,1433,1496,1529,1432,516,493,481,438,460,465,426,444,40.0
457,17:28:56.184,957,994,958,2180,984,9,1460,1433,1494,1531,1435,516,494,479,441,459,466,425,444,40.0
458,17:29:00.585,957,992,958,2178,987,1772,1464,1430,1494,1531,1437,517,494,480,439,460,463,427,443,40.0
459,17:29:04.864,955,993,958,2180,987,8,1463,1432,1493,1534,1435,518,493,481,438,464,466,428,442,40.0
460,17:29:09.163,956,991,960,2181,986,14,1459,1432,1494,1531,1434,517,494,479,441,457,463,429,442,40.0
461,17:29:16.024,956,993,957,2180,986,7,1462,1432,1496,1529,1432,517,493,480,438,457,468,426,449,40.0
462,17:29:20.325,957,992,958,2179,988,1769,1463,1430,1497,1530,1436,517,494,479,441,460,464,424,444,40.0
463,17:29:24.622,955,992,960,2178,989,7,1464,1428,1495,1528,1433,518,493,476,441,459,461,425,445,40.0
464,17:29:28.963,955,991,958,2178,988,1762,1460,1431,1494,1528,1434,517,492,478,441,458,462,427,445,40.0
465,17:29:33.306,956,994,960,2179,986,7,1459,1430,1497,1529,1433,517,492,480,438,460,465,430,448,40.0
466,17:29:37.589,955,992,958,2179,987,52,1459,1432,1495,1529,1434,515,493,479,439,463,463,425,444,40.0
467,17:29:41.880,957,992,956,2178,988,13,1463,1431,1492,1528,1434,518,495,478,441,458,464,426,444,40.0
468,17:29:46.190,955,992,957,2179,987,1791,1463,1431,1494,1528,1434,519,496,477,441,462,465,422,447,40.0
469,17:29:50.447,956,994,958,2178,987,7,1462,1429,1495,1529,1435,517,492,479,441,462,464,427,446,40.0
470,17:29:54.783,955,993,958,2179,988,327,1465,1429,1496,1528,1432,517,493,480,439,460,464,423,443,40.0
471,17:30:01.764,957,993,957,2178,984,1770,1462,1428,1492,1529,1432,516,496,479,441,460,463,426,448,40.0
472,17:30:06.082,955,993,957,2178,988,6,1462,1433,1493,1529,1432,515,493,478,437,461,462,425,446,40.0
473,17:30:10.387,955,992,959,2179,986,1777,1460,1432,1495,1531,1431,514,494,477,441,461,463,428,443,40.0
474,17:30:14.703,955,991,958,2178,987,8,1463,1429,1496,1527,1436,518,492,480,438,458,462,427,443,40.0
475,17:30:18.982,956,991,959,2178,987,1771,1465,1431,1495,1526,1432,515,491,476,438,463,463,429,442,40.0
476,17:30:23.404,956,992,959,2178,988,6,1462,1431,1496,1531,1431,515,493,480,438,459,466,426,444,40.0
477,17:30:27.784,958,991,958,2179,988,17,1462,1430,1495,1529,1435,518,495,479,438,461,462,425,445,40.0
478,17:30:32.342,956,993,957,2179,986,1769,1462,1429,1496,1531,1433,517,493,481,441,458,462,429,442,40.0
479,17:30:36.662,956,995,957,2179,986,7,1462,1433,1494,1527,1434,517,496,477,437,458,461,426,443,40.0
480,17:30:41.105,955,992,958,2179,987,1789,1463,1432,1495,1530,1432,515,492,481,439,460,463,429,445,40.0
481,17:30:47.983,956,992,958,2179,985,9,1462,1430,1494,1529,1434,515,496,480,439,462,466,430,445,40.0
482,17:30:52.304,954,992,959,2179,986,1776,1463,1432,1494,1526,1432,515,493,481,438,459,463,429,449,40.0
483,17:30:56.603,956,991,959,2179,987,10,1463,1428,1493,1528,1434,518,494,478,440,459,463,429,445,40.0
484,17:31:01.224,956,992,959,2178,986,1772,1461,1430,1493,1528,1431,517,494,481,438,457,466,424,445,40.0
485,17:31:05.706,957,994,958,2179,987,11,1464,1428,1494,1527,1434,516,492,480,442,459,463,428,446,40.0
486,17:31:10.044,957,994,958,2179,988,12,1461,1431,1495,1533,1435,517,494,476,439,458,465,422,444,40.0
487,17:31:14.343,956,993,960,2179,985,1758,1461,1430,1494,1533,1434,514,495,477,438,457,463,429,444,40.0
488,17:31:18.621,956,991,959,2178,986,9,1462,1430,1496,1529,1431,515,493,480,443,457,463,426,442,40.0
489,17:31:22.922,956,994,960,2179,984,1771,1462,1432,1494,1528,1436,515,493,481,440,457,461,430,443,40.0
490,17:31:27.162,955,993,959,2178,986,9,1464,1435,1493,1530,1436,515,492,479,441,459,463,429,444,40.0
491,17:31:34.204,958,993,960,2181,988,9,1461,1432,1493,1531,1434,515,495,476,441,460,465,424,448,40.0
492,17:31:38.585,956,994,959,2180,988,1769,1463,1428,1493,1530,1433,514,492,478,441,457,465,428,446,40.0
493,17:31:42.842,955,992,959,2179,986,7,1459,1432,1493,1529,1435,515,494,478,440,463,464,430,448,40.0
494,17:31:47.126,956,992,958,2179,986,1769,1460,1430,1492,1529,1437,518,493,479,440,460,466,425,447,40.0
495,17:31:51.386,958,992,958,2178,985,6,1461,1428,1493,1529,1436,516,494,478,437,461,464,425,445,40.0
496,17:31:55.722,955,990,958,2179,985,1769,1460,1432,1492,1528,1435,516,491,476,440,460,464,425,443,40.0
497,17:31:59.961,957,994,960,2179,988,5,1463,1433,1494,1527,1436,514,493,481,437,460,461,427,450,40.0
498,17:32:04.242,956,994,957,2179,986,1768,1459,1430,1491,1529,1433,515,493,480,438,459,462,427,443,40.0
499,17:32:08.523,958,992,959,2180,988,8,1463,1428,1495,1528,1436,518,491,478,440,459,465,427,444,40.0
500,17:32:12.845,956,994,957,2179,986,1771,1458,1428,1492,1528,1431,516,493,476,437,459,465,426,446,40.0
501,17:32:19.865,956,992,958,2179,986,9,1460,1429,1495,1529,1434,515,493,480,441,459,463,426,442,40.0
502,17:32:24.141,956,990,958,2179,985,1785,1461,1428,1494,1527,1434,516,493,477,444,459,461,428,446,40.0
503,17:32:28.444,955,992,959,2179,985,7,1461,1432,1492,1527,1431,514,494,476,438,460,463,427,443,40.0
504,17:32:32.745,957,992,959,2180,987,16,1460,1431,1494,1528,1433,518,492,478,441,460,463,429,447,40.0
505,17:32:37.104,956,993,957,2181,986,13,1460,1432,1492,1527,1434,518,495,476,438,458,464,424,444,40.0
506,17:32:41.463,956,991,957,2178,986,1772,1463,1431,1494,1528,1435,516,492,476,440,462,462,428,445,40.0
507,17:32:45.742,956,992,957,2179,987,7,1463,1430,1496,1529,1434,518,492,478,440,461,461,425,448,40.0
508,17:32:50.087,957,995,960,2179,985,1781,1462,1430,1495,1529,1437,516,493,477,441,460,464,427,443,40.0
509,17:32:55.229,957,992,958,2180,984,15,1461,1434,1492,1530,1435,515,492,478,440,457,462,427,449,40.0
510,17:32:59.703,957,992,958,2178,987,1773,1465,1431,1495,1529,1437,515,495,476,440,459,468,426,443,40.0
511,17:33:06.670,958,994,957,2179,984,9,1460,1429,1493,1529,1435,514,494,480,438,459,462,429,445,40.0
512,17:33:11.086,957,991,959,2178,986,1774,1461,1431,1494,1527,1434,518,496,480,443,460,462,427,443,40.0
513,17:33:15.509,957,991,958,2179,987,7,1463,1433,1492,1527,1433,518,495,477,437,461,461,423,444,40.0
514,17:33:19.886,955,995,959,2180,987,1771,1458,1434,1495,1530,1433,516,496,479,440,461,463,429,445,40.0
515,17:33:24.225,957,993,960,2178,986,8,1461,1434,1492,1528,1433,514,495,478,440,460,465,429,443,40.0
516,17:33:28.650,957,993,959,2179,988,1772,1461,1429,1493,1529,1434,519,493,480,441,462,465,426,445,40.0
517,17:33:33.025,957,990,958,2179,987,7,1464,1430,1496,1528,1432,514,494,478,440,464,462,426,445,40.0
518,17:33:37.706,957,992,959,2179,986,1773,1462,1433,1494,1529,1434,514,494,479,439,460,466,426,446,40.0
519,17:33:42.602,956,995,960,2180,986,8,1460,1433,1493,1528,1434,518,492,478,437,462,465,426,443,40.0
520,17:33:47.647,957,994,958,2179,986,1778,1459,1430,1494,1527,1434,514,494,478,441,461,467,427,442,40.0
521,17:33:54.667,959,993,958,2179,986,9,1463,1431,1491,1527,1435,515,495,481,441,462,464,429,444,40.0
522,17:33:59.112,957,995,960,2179,987,1777,1463,1428,1494,1527,1433,515,492,477,437,462,462,430,443,40.0
523,17:34:03.545,957,993,957,2180,986,7,1460,1434,1495,1530,1437,519,491,480,437,459,463,425,448,40.0
524,17:34:07.979,957,993,957,2179,984,1770,1460,1430,1494,1530,1435,518,494,480,441,461,462,428,444,40.0
525,17:34:12.446,957,995,956,2180,988,8,1463,1432,1493,1530,1435,389,494,478,442,457,461,424,445,40.0
526,17:34:16.969,958,993,957,2179,988,1772,1463,1430,1494,1528,1434,514,491,480,440,462,463,425,443,40.0
527,17:34:21.406,957,993,957,2180,989,8,1459,1430,1495,1529,1432,514,494,480,440,460,464,430,447,40.0
528,17:34:25.846,957,992,959,2179,988,1767,1458,1431,1495,1529,1436,517,494,481,439,460,463,427,449,40.0
529,17:34:30.272,957,992,958,2179,988,9,1460,1429,1493,1528,1433,518,494,477,441,457,461,429,445,40.0
530,17:34:34.725,958,993,957,2180,986,1759,1464,1433,1495,1530,1437,518,496,479,440,459,463,427,447,40.0
531,17:34:41.718,957,992,958,2179,986,9,1461,1431,1494,1531,1433,518,496,483,438,458,465,427,448,40.0
532,17:34:46.168,958,991,960,2179,986,1778,1460,1429,1494,1533,1436,515,493,480,440,462,465,425,444,40.0
533,17:34:50.608,958,995,957,2180,986,7,1462,1429,1495,1531,1433,517,492,480,440,461,464,425,446,40.0
534,17:34:55.088,957,992,959,2179,986,1771,1463,1434,1494,1532,1432,518,494,479,444,458,462,424,444,40.0
535,17:34:59.588,957,993,959,2179,987,8,1462,1429,1494,1530,1432,514,495,481,441,459,463,428,445,40.0
536,17:35:04.026,956,993,959,2179,986,1779,1462,1431,1492,1530,1435,518,495,477,437,461,465,424,447,40.0
537,17:35:08.406,956,991,959,2179,986,7,1461,1432,1496,1532,1433,517,493,481,441,461,461,427,442,40.0
538,17:35:12.844,956,991,958,2179,984,1783,1463,1431,1491,1529,1434,517,494,478,439,459,464,428,448,40.0
539,17:35:17.391,956,994,959,2180,986,1771,1463,1434,1495,1529,1435,517,496,476,439,460,461,427,446,40.0
540,17:35:21.888,957,994,958,2179,986,8,1463,1432,1493,1530,1433,516,495,480,440,460,464,429,448,40.0
541,17:35:28.870,957,991,958,2179,984,8,1461,1433,1495,1528,1435,514,494,480,440,461,466,427,444,40.0
542,17:35:33.375,956,993,959,2179,988,1770,1463,1431,1495,1531,1434,515,493,481,438,459,465,426,443,40.0
543,17:35:37.705,957,994,959,2178,988,5,1464,1430,1491,1530,1432,515,495,480,437,461,465,425,446,40.0
544,17:35:42.205,958,994,957,2181,986,14,1463,1434,1495,1526,1434,517,493,479,439,462,462,429,445,40.0
545,17:35:46.719,955,992,957,2178,985,1771,1461,1432,1494,1529,1434,515,495,479,438,459,464,423,444,40.0
546,17:35:51.148,958,991,961,2180,987,6,1460,1432,1493,1527,1435,515,492,481,440,458,463,429,445,40.0
547,17:35:55.534,956,992,961,2179,984,1791,1460,1431,1491,1529,1435,516,492,478,438,460,463,430,444,40.0
548,17:35:59.948,958,993,958,2179,985,1772,1460,1432,1493,1526,1435,515,493,476,438,458,461,426,447,40.0
549,17:36:04.432,956,992,959,2181,986,5,1462,1429,1495,1533,1436,516,493,479,443,458,465,430,445,40.0
550,17:36:08.867,956,993,957,2179,988,1780,1464,1433,1496,1529,1434,517,493,478,440,459,464,427,445,40.0
551,17:36:15.986,959,992,959,2178,985,8,1461,1432,1494,1531,1431,519,495,480,441,462,464,428,448,40.0
552,17:36:20.407,956,995,961,2178,987,1778,1463,1428,1494,1529,1432,516,493,478,439,461,461,428,445,40.0
553,17:36:24.828,957,992,956,2180,986,7,1462,1430,1494,1528,1433,519,491,478,438,459,465,426,449,40.0
554,17:36:29.346,956,994,958,2180,988,1771,1460,1431,1496,1530,1436,518,493,479,440,460,462,426,443,40.0
555,17:36:33.707,956,993,959,2178,986,5,1462,1432,1497,1529,1431,514,495,478,438,461,465,426,446,40.0
556,17:36:38.228,956,994,956,2178,987,1771,1461,1430,1494,1529,1435,515,493,483,441,460,463,426,448,40.0
557,17:36:42.606,956,993,958,2180,986,6,1462,1428,1494,1528,1434,514,492,478,441,458,463,426,444,40.0
558,17:36:46.987,956,993,960,2178,986,12,1461,1431,1493,1530,1434,515,493,480,441,461,464,426,448,40.0
559,17:36:51.405,958,993,957,2179,988,1770,1460,1430,1495,1529,1435,515,496,476,438,463,466,424,445,40.0
560,17:36:55.959,955,992,956,2178,984,6,1461,1432,1494,1528,1434,515,493,479,439,459,465,426,449,40.0
561,17:37:03.208,959,991,957,2180,987,6,1460,1429,1493,1532,1435,519,493,480,438,460,461,429,445,40.0
562,17:37:07.642,956,992,958,2179,984,1771,1464,1432,1492,1530,1435,518,492,477,439,459,464,427,449,40.0
563,17:37:12.049,955,992,959,2180,986,6,1460,1431,1496,1530,1436,518,493,477,440,457,463,429,445,40.0
564,17:37:16.447,955,991,958,2178,987,1773,1463,1432,1496,1530,1435,518,493,478,438,458,462,429,445,40.0
565,17:37:20.816,957,993,957,2179,988,5,1462,1430,1495,1527,1435,518,492,478,440,458,466,429,445,40.0
566,17:37:25.270,958,993,956,2180,985,1773,1463,1432,1494,1529,1435,515,493,480,441,461,466,430,446,40.0
567,17:37:29.690,958,992,958,2179,987,7,1462,1429,1496,1527,1435,518,494,477,439,457,466,424,444,40.0
568,17:37:34.129,959,992,959,2178,983,11,1464,1433,1494,1530,1434,518,493,479,441,459,463,427,443,40.0
569,17:37:38.527,956,991,959,2179,986,1770,1465,1433,1493,1528,1436,518,492,478,440,461,467,427,444,40.0
570,17:37:42.985,956,992,960,2179,987,6,1462,1430,1493,1528,1434,517,494,479,440,462,465,430,446,40.0
571,17:37:49.973,958,992,958,2179,985,8,1459,1432,1496,1528,1434,518,495,478,440,462,462,427,446,40.0
572,17:37:54.387,957,990,957,2178,988,1776,1462,1432,1490,1530,1432,515,495,481,441,459,462,428,445,40.0
573,17:37:58.808,956,992,960,2180,985,6,1461,1430,1494,1527,1434,515,495,476,439,458,462,428,446,40.0
574,17:38:03.249,956,992,958,2179,985,1779,1461,1431,1496,1528,1434,518,494,477,440,464,463,429,447,40.0
575,17:38:07.650,955,994,958,2180,987,6,1463,1432,1493,1527,1435,517,492,480,439,461,464,429,446,40.0
576,17:38:12.040,955,991,957,2179,987,1776,1463,1433,1491,1527,1431,518,492,480,440,460,465,427,444,40.0
577,17:38:16.450,955,993,957,2179,985,5,1463,1429,1496,1527,1433,515,493,480,441,458,465,422,445,40.0
578,17:38:20.828,957,993,958,2178,987,7,1462,1432,1495,1530,1436,517,493,478,439,459,462,428,444,40.0
