N_08-06-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,15:16:34.372,39740,38838,40571,39835,40690,1035,0,936,1131,1118,1536,1564,1530,1501,1584,1599,390,365,374,410,329,320,319,344,27.0
N_08-08-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
20979,08:13:49.319,40377,39692,41048,40680,41665,1035,1949,937,1134,1114,1533,1564,1530,1501,1581,1600,42.0
20980,08:13:51.633,40500,39660,41287,40723,41569,1034,1949,937,1134,1116,1534,1562,1530,1501,1584,1599,42.0
20981,08:13:56.413,40345,39568,41114,40691,41600,1035,1951,935,1132,1118,1534,1562,1528,1502,1583,1599,42.0
20982,08:13:58.716,40493,39610,41112,40709,41727,1035,1950,933,1133,1113,1534,1562,1532,1501,1584,1600,42.0
20983,08:14:00.926,40544,39569,41160,40664,41677,1035,1951,935,1132,1117,1537,1561,1530,1501,1586,1603,42.0
20984,08:14:03.179,40509,39612,41156,40852,41631,1035,1949,934,1134,1115,1536,1561,1531,1502,1585,1601,42.0
20985,08:14:05.621,40523,39726,41307,40983,41601,1034,1951,933,1132,1114,1534,1563,1531,1497,1584,1603,42.0
20986,08:14:08.028,40447,39636,41104,40661,41487,1035,1949,934,1131,1116,1535,1563,1531,1500,1584,1600,42.0
20987,08:14:10.451,40347,39679,41141,40658,41689,1036,1949,935,1134,1117,1534,1563,1530,1498,1581,1600,42.0
20988,08:14:12.828,40625,39450,41041,40877,41612,1034,1949,936,1133,1118,1534,1564,1532,1500,1587,1601,42.0
20989,08:14:15.100,40436,39549,41184,40787,41536,1036,1947,934,1135,1118,1533,1562,1532,1503,1585,1601,42.0
20990,08:14:17.359,40535,39647,41240,40736,41622,1034,1949,934,1133,1114,1535,1563,1532,1500,1583,1600,42.0
20991,08:14:22.175,40516,39575,41243,40791,41705,1034,1950,934,1134,1118,1534,1563,1529,1503,1584,1600,42.0
20992,08:14:24.520,40464,39676,41101,40719,41702,1034,1951,933,1133,1118,1534,1564,1529,1499,1584,1600,42.0
20993,08:14:26.848,40332,39684,41307,40790,41456,1035,1948,936,1134,1118,1534,1564,1529,1502,1584,1600,42.0
20994,08:14:29.158,40514,39669,41149,40831,41655,1036,1951,935,1132,1113,1534,1561,1531,1502,1586,1599,42.0
20995,08:14:31.479,40374,39752,41079,40779,41463,1033,1949,935,1134,1113,1534,1561,1532,1498,1581,1602,42.0
20996,08:14:33.911,40575,39687,41054,40730,41510,1035,1950,935,1134,1120,1537,1564,1531,1501,1582,1600,42.0
20997,08:14:36.318,40473,39669,41153,40704,41622,1033,1950,934,1132,1116,1532,1562,1530,1500,1585,1601,42.0
20998,08:14:38.631,40533,39760,41180,40883,41565,1034,1949,934,1134,1116,1533,1563,1530,1503,1587,1601,42.0
20999,08:14:41.052,40475,39756,41059,40675,41538,1036,1950,935,1135,1119,1535,1560,1531,1502,1585,1599,42.0
21000,08:14:43.383,40425,39664,41149,40825,41456,1035,1949,936,1133,1117,1535,1563,1529,1501,1586,1600,42.0
21001,08:14:48.253,40528,39736,41171,40859,41507,1033,1948,934,1134,1117,1535,1565,1528,1501,1583,1603,42.0
21002,08:14:50.686,40472,39676,41039,40728,41664,1033,1950,937,1133,1117,1533,1562,1531,1499,1581,1601,42.0
21003,08:14:53.155,40633,39647,41249,40760,41625,1035,1949,935,1135,1116,1533,1563,1531,1504,1587,1600,42.0
21004,08:14:55.617,40529,39610,41111,40892,41487,1034,1949,936,1132,1117,1535,1561,1530,1501,1586,1601,42.0
21005,08:14:57.921,40496,39698,41243,40760,41561,1035,1949,933,1134,1116,1532,1564,1531,1505,1585,1603,42.0
21006,08:15:00.377,40436,39677,41288,40801,41563,1035,1951,934,1136,1115,1534,1563,1530,1502,1584,1600,42.0
21007,08:15:02.757,40424,39758,41244,40835,41680,1034,1949,936,1133,1118,1534,1564,1530,1501,1583,1599,42.0
21008,08:15:05.025,40492,39743,41244,40683,41596,1036,1949,934,1134,1116,1534,1562,1531,1501,1586,1601,42.0
21009,08:15:07.272,40479,39749,41203,40830,41555,1035,1948,935,1133,1114,1534,1564,1531,1501,1584,1603,42.0
21010,08:15:09.560,40465,39551,41189,40704,41693,1035,1949,935,1133,1117,1534,1560,1531,1501,1585,1601,42.0
21011,08:15:15.460,40476,39676,41327,40923,41543,1035,1949,933,1134,1115,1534,1564,1528,1501,1584,1599,42.0
21012,08:15:17.861,40387,39594,41187,40868,41576,1035,1950,935,1133,1118,1534,1563,1530,1501,1581,1602,42.0
21013,08:15:20.251,40403,39721,41206,40834,41537,1035,1951,935,1134,1118,1534,1563,1531,1502,1586,1600,42.0
21014,08:15:22.616,40449,39719,40991,40760,41579,1036,1952,935,1135,1115,1536,1562,1529,1500,1586,1600,42.0
21015,08:15:24.876,40608,39548,41174,40667,41579,1035,1949,935,1134,1115,1533,1560,1530,1500,1585,1600,42.0
21016,08:15:27.177,40601,39660,41146,40804,41612,1034,1948,935,1134,1113,1534,1562,1531,1503,1582,1599,42.0
21017,08:15:29.522,40494,39772,41132,40788,41605,1035,1950,934,1132,1116,1533,1563,1531,1500,1582,1600,42.0
21018,08:15:31.927,40435,39447,41036,40744,41708,1033,1951,936,1134,1117,1533,1564,1530,1502,1588,1600,42.0
21019,08:15:34.289,40422,39826,41084,40748,41553,1034,1949,935,1135,1117,1534,1565,1530,1502,1582,1599,42.0
21020,08:15:36.726,40472,39497,41225,40794,41487,1035,1948,934,1133,1115,1533,1563,1530,1500,1581,1601,42.0
21021,08:15:41.569,40516,39740,41199,40762,41709,1033,1950,933,1132,1116,1533,1564,1528,1502,1585,1601,42.0
21022,08:15:43.897,40477,39616,41033,40702,41496,1037,1950,935,1133,1118,1536,1564,1533,1499,1583,1602,42.0
21023,08:15:46.246,40384,39633,41233,40705,41490,1035,1950,933,1132,1117,1532,1562,1531,1501,1583,1602,42.0
21024,08:15:48.588,40509,39603,41287,40883,41489,1034,1950,934,1134,1116,1533,1563,1533,1503,1585,1600,42.0
21025,08:15:50.878,40433,39723,41261,40817,41677,1034,1951,933,1134,1118,1531,1562,1531,1501,1587,1599,42.0
21026,08:15:53.078,40386,39650,41301,40808,41566,1033,1951,934,1136,1118,1533,1563,1533,1502,1584,1600,42.0
21027,08:15:55.257,40406,39724,41188,40721,41665,1035,1949,937,1136,1117,1535,1562,1531,1500,1584,1600,42.0
21028,08:15:57.538,40378,39590,41195,40750,41560,1034,1951,934,1135,1115,1532,1560,1530,1502,1581,1604,42.0
21029,08:15:59.927,40579,39741,41168,40827,41638,1036,1951,935,1134,1114,1536,1562,1532,1503,1581,1600,42.0
21030,08:16:02.281,40327,39723,41142,40873,41584,1034,1950,936,1132,1113,1533,1561,1532,1502,1585,1600,42.0
21031,08:16:07.089,40462,39787,41249,40757,41504,1035,1948,935,1131,1116,1535,1563,1532,1500,1585,1600,42.0
21032,08:16:09.329,40467,39666,41180,40847,41425,1036,1950,934,1133,1118,1534,1563,1530,1503,1584,1601,42.0
21033,08:16:11.700,40428,39544,41257,40818,41782,1032,1951,935,1134,1118,1532,1562,1529,1499,1584,1603,42.0
21034,08:16:14.116,40382,39721,41241,40726,41684,1034,1951,934,1133,1117,1534,1561,1529,1500,1583,1600,42.0
21035,08:16:16.412,40660,39874,41164,40729,41757,1035,1950,935,1134,1117,1532,1563,1530,1504,1584,1599,42.0
21036,08:16:18.648,40411,39529,41038,40714,41581,1034,1948,935,1134,1113,1534,1564,1528,1500,1582,1601,42.0
21037,08:16:21.050,40521,39670,41253,40736,41648,1033,1951,936,1134,1116,1533,1564,1528,1503,1583,1599,42.0
21038,08:16:23.325,40578,39844,41154,40673,41591,1038,1950,934,1133,1117,1535,1563,1527,1502,1584,1600,42.0
21039,08:16:25.594,40487,39547,41162,40867,41506,1034,1950,935,1134,1116,1534,1562,1530,1502,1585,1602,42.0
21040,08:16:27.905,40474,39648,41167,40749,41756,1036,1950,936,1132,1116,1533,1560,1528,1503,1581,1598,42.0
21041,08:16:32.870,40568,39663,41153,40800,41693,1035,1949,934,1133,1116,1534,1561,1528,1499,1583,1602,42.0
21042,08:16:35.296,40443,39565,41187,40746,41761,1033,1948,935,1131,1116,1533,1561,1530,1500,1583,1604,42.0
21043,08:16:37.582,40336,39762,41061,40780,41509,1035,1948,935,1134,1116,1534,1564,1531,1502,1584,1600,42.0
21044,08:16:39.808,40459,39513,41272,40706,41505,1034,1951,934,1134,1115,1534,1565,1529,1501,1585,1602,42.0
21045,08:16:42.106,40573,39664,41272,40605,41516,1035,1949,936,1134,1117,1536,1563,1528,1503,1587,1601,42.0
21046,08:16:44.374,40521,39581,41125,40783,41563,1037,1950,936,1134,1116,1532,1561,1530,1500,1584,1602,42.0
21047,08:16:46.641,40514,39730,41073,40800,41662,1034,1951,936,1135,1116,1536,1562,1531,1499,1584,1602,42.0
21048,08:16:48.898,40626,39558,41173,40770,41621,1035,1948,935,1132,1116,1532,1561,1532,1501,1585,1599,42.0
21049,08:16:51.135,40464,39698,41182,40813,41564,1035,1950,936,1133,1117,1535,1562,1530,1503,1584,1601,42.0
21050,08:16:53.386,40480,39646,41214,40893,41628,1034,1949,934,1132,1116,1534,1562,1531,1497,1582,1600,42.0
21051,08:16:58.187,40333,39776,41159,40720,41564,1036,1950,935,1131,1116,1533,1564,1532,1504,1584,1600,42.0
21052,08:17:00.413,40345,39703,41238,40913,41652,1035,1950,934,1133,1114,1535,1563,1530,1499,1585,1598,42.0
21053,08:17:02.707,40598,39636,41222,40748,41664,1035,1948,935,1133,1117,1534,1560,1531,1501,1584,1596,42.0
21054,08:17:04.947,40513,39633,41214,40698,41481,1034,1949,936,1135,1115,1535,1562,1530,1502,1582,1602,42.0
21055,08:17:07.219,40521,39542,41281,40769,41582,1034,1948,935,1135,1116,1533,1561,1528,1502,1584,1601,42.0
21056,08:17:09.481,40538,39695,41160,40708,41648,1034,1949,935,1135,1119,1534,1560,1531,1503,1585,1602,42.0
21057,08:17:11.767,40346,39930,41229,40784,41638,1033,1949,934,1134,1116,1534,1561,1531,1503,1585,1602,42.0
21058,08:17:14.033,40411,39703,41099,40777,41544,1036,1947,934,1133,1116,1536,1561,1529,1502,1585,1599,42.0
21059,08:17:16.254,40460,39600,41205,40839,41652,1034,1948,936,1132,1118,1535,1561,1531,1502,1585,1602,42.0
21060,08:17:18.567,40419,39668,41224,40864,41491,1035,1950,935,1132,1117,1534,1563,1530,1504,1584,1603,42.0
21061,08:17:23.467,40426,39646,41185,40827,41640,1035,1951,935,1134,1118,1533,1560,1530,1500,1583,1600,42.0
21062,08:17:25.720,40434,39653,41142,40802,41631,1035,1950,936,1131,1117,1534,1561,1530,1504,1586,1601,42.0
21063,08:17:27.955,40369,39631,41060,40704,41636,1035,1949,934,1135,1114,1536,1564,1530,1501,1585,1600,42.0
21064,08:17:30.215,40516,39570,41250,40822,41637,1034,1948,937,1133,1117,1537,1564,1531,1499,1584,1601,42.0
21065,08:17:32.420,40687,39581,41299,40725,41595,1036,1948,936,1136,1117,1535,1561,1530,1500,1583,1598,42.0
21066,08:17:34.661,40541,39602,41277,40869,41683,1034,1951,935,1133,1114,1535,1563,1532,1503,1586,1600,42.0
21067,08:17:36.942,40536,39541,41110,40841,41430,1035,1950,934,1132,1116,1534,1564,1529,1502,1582,1600,42.0
21068,08:17:39.197,40421,39640,41040,40808,41550,1034,1951,935,1136,1116,1534,1563,1531,1501,1582,1604,42.0
21069,08:17:41.480,40420,39587,41161,40800,41589,1035,1949,933,1133,1116,1533,1561,1532,1500,1584,1599,42.0
21070,08:17:43.822,40526,39664,41154,40736,41621,1034,1950,934,1134,1114,1534,1565,1531,1499,1585,1599,42.0
21071,08:17:48.676,40442,39506,41284,40684,41558,1033,1948,934,1131,1115,1535,1562,1528,1498,1586,1600,42.0
21072,08:17:50.979,40528,39594,41273,40905,41551,1034,1949,935,1134,1115,1534,1563,1530,1502,1584,1600,42.0
21073,08:17:53.387,40531,39605,41347,40664,41458,1035,1949,934,1135,1115,1536,1561,1529,1501,1584,1599,42.0
21074,08:17:55.687,40499,39733,41250,40818,41599,1034,1949,936,1133,1117,1532,1563,1531,1502,1584,1601,42.0
21075,08:17:57.950,40393,39653,41126,40601,41571,1034,1949,935,1134,1114,1533,1562,1530,1503,1585,1601,42.0
21076,08:18:00.264,40354,39615,41190,40620,41621,1036,1950,935,1132,1117,1533,1564,1530,1499,1583,1602,42.0
21077,08:18:02.506,40477,39681,41173,40778,41653,1035,1949,934,1133,1116,1534,1564,1530,1501,1585,1599,42.0
21078,08:18:04.728,40421,39645,41308,40672,41562,1033,1949,935,1133,1114,1534,1561,1529,1501,1585,1602,42.0
21079,08:18:06.947,40445,39754,41222,40618,41508,1036,1950,936,1134,1115,1535,1561,1531,1500,1584,1602,42.0
21080,08:18:09.261,40495,39750,41241,40689,41646,1035,1950,937,1133,1119,1535,1561,1530,1501,1583,1601,42.0
21081,08:18:14.119,40471,39704,41074,40913,41645,1035,1950,936,1134,1116,1535,1558,1530,1504,1585,1601,42.0
21082,08:18:16.417,40450,39573,41315,40712,41532,1033,1951,936,1132,1119,1535,1563,1530,1501,1582,1599,42.0
21083,08:18:18.798,40565,39701,41337,40782,41564,1034,1949,934,1133,1118,1536,1565,1532,1502,1582,1601,42.0
21084,08:18:21.227,40468,39711,41265,40934,41625,1035,1950,936,1136,1118,1532,1562,1530,1500,1581,1602,42.0
21085,08:18:23.764,40485,39632,41240,40854,41714,1034,1950,935,1132,1117,1535,1563,1530,1501,1585,1601,42.0
21086,08:18:26.209,40411,39641,41078,40837,41570,1033,1949,936,1133,1118,1536,1563,1529,1500,1583,1602,42.0
21087,08:18:28.556,40500,39697,41231,40862,41594,1033,1949,935,1133,1116,1535,1560,1528,1501,1581,1602,42.0
21088,08:18:30.866,40474,39612,41233,40738,41554,1033,1950,937,1134,1117,1534,1561,1531,1501,1585,1600,42.0
21089,08:18:33.139,40453,39656,41063,40882,41609,1036,1948,934,1134,1113,1535,1562,1532,1503,1581,1600,42.0
21090,08:18:35.453,40511,39737,41160,40693,41570,1033,1951,933,1136,1114,1534,1563,1528,1499,1584,1601,42.0
21091,08:18:40.302,40456,39417,41113,40818,41657,1037,1949,934,1133,1116,1535,1563,1531,1501,1585,1600,42.0
21092,08:18:42.599,40537,39522,41236,40918,41551,1035,1950,934,1133,1115,1533,1562,1531,1499,1582,1601,42.0
21093,08:18:44.938,40364,39690,41150,40757,41700,1037,1950,935,1134,1116,1533,1562,1530,1499,1583,1601,42.0
21094,08:18:47.272,40411,39776,41131,40909,41647,1035,1950,935,1135,1116,1533,1563,1529,1502,1583,1601,42.0
21095,08:18:49.522,40440,39607,41059,40739,41509,1035,1949,934,1136,1117,1532,1563,1530,1500,1582,1600,42.0
21096,08:18:51.830,40462,39583,41152,40870,41510,1035,1951,935,1132,1116,1534,1565,1530,1500,1585,1601,42.0
21097,08:18:54.039,40500,39505,41237,40814,41609,1033,1948,934,1132,1116,1534,1562,1529,1500,1583,1599,42.0
21098,08:18:56.297,40536,39782,41121,40812,41631,1034,1949,936,1135,1116,1533,1562,1530,1498,1584,1601,42.0
21099,08:18:58.511,40570,39733,41106,40836,41576,1034,1949,935,1133,1117,1534,1563,1530,1503,1585,1599,42.0
21100,08:19:00.804,40386,39584,41208,40775,41647,1033,1949,935,1137,1117,1535,1562,1529,1502,1582,1598,42.0
21101,08:19:05.636,40549,39719,41271,40894,41590,1034,1951,937,1133,1116,1533,1560,1531,1500,1584,1601,42.0
21102,08:19:08.047,40480,39786,41039,40906,41658,1033,1948,936,1134,1117,1534,1563,1532,1500,1584,1601,42.0
21103,08:19:10.460,40389,39596,41131,40624,41514,1035,1951,935,1135,1118,1534,1561,1531,1500,1583,1602,42.0
21104,08:19:12.910,40498,39687,41153,40717,41637,1036,1949,936,1133,1114,1534,1559,1530,1501,1585,1602,42.0
21105,08:19:15.305,40419,39855,41201,40722,41607,1034,1951,934,1134,1117,1536,1563,1528,1502,1581,1602,42.0
21106,08:19:17.638,40457,39710,41159,40868,41553,1032,1950,935,1133,1115,1534,1561,1529,1500,1585,1602,42.0
21107,08:19:19.898,40460,39644,41227,40695,41634,1035,1950,935,1134,1118,1533,1562,1529,1500,1584,1603,42.0
21108,08:19:22.106,40540,39641,41121,40885,41599,1035,1948,935,1134,1117,1534,1563,1532,1499,1584,1600,42.0
21109,08:19:24.326,40414,39679,41224,40818,41714,1034,1951,935,1134,1114,1532,1560,1530,1502,1583,1600,42.0
21110,08:19:26.640,40499,39631,41285,40641,41610,1035,1950,937,1133,1117,1536,1563,1532,1500,1582,1598,42.0
21111,08:19:31.521,40415,39655,41084,40740,41571,1036,1947,935,1132,1115,1535,1564,1532,1501,1582,1602,42.0
21112,08:19:34.021,40597,39681,41174,40583,41642,1035,1949,935,1134,1117,1534,1563,1530,1501,1582,1601,42.0
21113,08:19:36.418,40467,39823,41153,40809,41446,1034,1949,937,1133,1115,1534,1563,1531,1499,1581,1600,42.0
21114,08:19:38.730,40465,39643,41090,40856,41481,1035,1949,934,1132,1116,1534,1565,1530,1500,1584,1602,42.0
21115,08:19:41.025,40386,39532,41139,40734,41541,1033,1950,936,1133,1118,1536,1561,1530,1498,1583,1600,42.0
21116,08:19:43.308,40532,39601,41226,40678,41543,1035,1949,936,1132,1116,1537,1561,1528,1501,1584,1600,42.0
21117,08:19:45.500,40582,39589,41070,40863,41677,1035,1950,934,1135,1116,1533,1561,1530,1502,1584,1599,42.0
21118,08:19:47.833,40372,39542,41316,40748,41623,1035,1949,934,1132,1118,1535,1564,1532,1503,1584,1599,42.0
21119,08:19:50.067,40469,39637,41225,40752,41623,1033,1950,934,1135,1116,1534,1561,1529,1503,1581,1602,42.0
21120,08:19:52.418,40527,39690,41178,40818,41495,1033,1949,934,1134,1116,1533,1563,1531,1502,1583,1601,42.0
21121,08:19:57.295,40482,39674,41205,40731,41669,1033,1949,935,1133,1116,1534,1562,1530,1502,1584,1599,42.0
21122,08:19:59.649,40370,39715,41155,40825,41588,1034,1949,938,1134,1116,1536,1560,1530,1501,1584,1600,42.0
21123,08:20:01.961,40436,39545,41114,40692,41601,1035,1948,935,1133,1119,1532,1562,1530,1502,1583,1601,42.0
21124,08:20:04.276,40487,39670,41061,40489,41661,1034,1948,937,1133,1117,1534,1561,1530,1499,1584,1601,42.0
21125,08:20:06.541,40521,39582,41309,40884,41735,1034,1949,936,1134,1116,1534,1563,1530,1501,1585,1601,42.0
21126,08:20:08.884,40428,39501,41172,40924,41672,1034,1949,935,1134,1114,1535,1564,1530,1503,1587,1600,42.0
21127,08:20:11.298,40471,39620,41154,40857,41657,1034,1950,937,1133,1115,1534,1561,1531,1502,1584,1600,42.0
21128,08:20:13.604,40556,39662,41283,40899,41607,1036,1950,934,1132,1117,1537,1563,1531,1503,1584,1600,42.0
21129,08:20:15.925,40479,39597,41169,40674,41703,1034,1947,935,1133,1117,1532,1562,1530,1500,1582,1602,42.0
21130,08:20:18.354,40457,39460,41101,40870,41642,1035,1948,935,1132,1115,1532,1562,1531,1501,1585,1599,42.0
21131,08:20:23.252,40392,39641,41152,40850,41462,1036,1951,934,1133,1116,1533,1563,1531,1499,1585,1602,42.0
21132,08:20:25.592,40434,39714,41101,40764,41595,1035,1948,934,1132,1114,1535,1563,1533,1503,1581,1601,42.0
21133,08:20:27.916,40463,39734,41135,40959,41539,1037,1951,936,1133,1118,1533,1561,1531,1503,1583,1601,42.0
21134,08:20:30.181,40539,39632,41063,40782,41692,1034,1950,936,1134,1116,1534,1562,1531,1501,1583,1602,42.0
21135,08:20:32.485,40596,39605,41158,40842,41646,1033,1950,934,1134,1114,1535,1562,1531,1502,1584,1603,42.0
21136,08:20:34.799,40578,39733,41178,40853,41599,1033,1949,938,1134,1115,1536,1561,1529,1503,1584,1600,42.0
21137,08:20:36.999,40268,39675,41254,40649,41602,1034,1950,937,1134,1117,1535,1563,1529,1503,1583,1599,42.0
21138,08:20:39.229,40404,39822,41192,40912,41512,1034,1951,936,1135,1116,1534,1561,1529,1500,1584,1603,42.0
21139,08:20:41.508,40418,39743,41091,40850,41627,1035,1950,934,1134,1114,1533,1563,1531,1504,1585,1602,42.0
21140,08:20:43.744,40473,39740,41118,40793,41643,1034,1949,937,1133,1116,1535,1562,1531,1498,1584,1603,42.0
21141,08:20:48.586,40513,39565,41117,40687,41634,1035,1949,935,1135,1117,1534,1565,1531,1500,1584,1598,42.0
21142,08:20:50.841,40377,39677,41262,40762,41517,1035,1949,936,1130,1117,1533,1564,1530,1504,1583,1600,42.0
21143,08:20:53.158,40489,39589,41179,40844,41629,1034,1951,937,1133,1117,1535,1563,1532,1501,1585,1600,42.0
21144,08:20:55.422,40353,39691,41321,40793,41543,1035,1949,935,1135,1118,1536,1562,1530,1503,1586,1602,42.0
21145,08:20:57.682,40343,39727,41144,40860,41659,1035,1948,936,1134,1115,1534,1563,1529,1502,1583,1601,42.0
21146,08:21:00.006,40576,39613,41201,40920,41571,1034,1950,935,1134,1116,1535,1561,1531,1499,1583,1602,42.0
21147,08:21:02.277,40577,39581,41150,40594,41589,1034,1948,934,1134,1115,1532,1563,1530,1501,1583,1602,42.0
21148,08:21:04.524,40376,39642,41308,40665,41687,1033,1950,934,1134,1115,1534,1561,1530,1500,1584,1600,42.0
21149,08:21:06.842,40551,39600,41184,40700,41618,1033,1948,935,1134,1117,1534,1562,1529,1502,1585,1601,42.0
21150,08:21:09.139,40527,39660,41437,40723,41508,1035,1949,935,1132,1117,1536,1560,1529,1503,1581,1600,42.0
21151,08:21:14.002,40530,39640,41177,40714,41675,1034,1950,934,1132,1118,1535,1562,1532,1501,1583,1600,42.0
21152,08:21:16.368,40450,39639,41282,40814,41631,1036,1951,935,1133,1115,1535,1560,1532,1502,1584,1602,42.0
21153,08:21:18.798,40395,39620,41146,40880,41567,1036,1951,934,1133,1116,1533,1560,1531,1501,1583,1600,42.0
21154,08:21:21.121,40422,39709,41175,40710,41516,1036,1950,934,1133,1118,1533,1563,1531,1501,1584,1600,42.0
21155,08:21:23.381,40390,39720,41154,40535,41599,1035,1948,934,1133,1117,1535,1559,1529,1501,1581,1599,42.0
21156,08:21:25.659,40342,39841,41328,40687,41604,1036,1948,934,1135,1118,1532,1563,1530,1501,1584,1599,42.0
21157,08:21:27.943,40515,39722,41028,40742,41362,1035,1951,935,1136,1116,1534,1562,1530,1500,1585,1600,42.0
21158,08:21:30.211,40464,39553,41215,40667,41517,1034,1948,934,1132,1116,1534,1561,1529,1502,1585,1601,42.0
21159,08:21:32.489,40630,39723,41239,40668,41646,1035,1951,935,1135,1118,1536,1561,1529,1502,1584,1602,42.0
21160,08:21:34.783,40376,39631,41246,40673,41620,1033,1946,935,1133,1119,1533,1562,1531,1500,1585,1600,42.0
21161,08:21:39.770,40357,39642,41059,40767,41451,1036,1950,938,1133,1117,1535,1564,1530,1505,1583,1603,42.0
21162,08:21:42.239,40503,39812,41091,40995,41637,1034,1950,935,1133,1115,1534,1563,1530,1500,1585,1601,42.0
21163,08:21:44.634,40434,39659,41187,40882,41484,1036,1951,934,1134,1114,1534,1563,1528,1501,1584,1601,42.0
21164,08:21:46.883,40531,39892,41316,40768,41714,1036,1946,935,1133,1115,1534,1563,1531,1498,1584,1599,42.0
21165,08:21:49.137,40630,39582,41266,40965,41573,1035,1949,934,1134,1115,1533,1564,1528,1501,1582,1599,42.0
21166,08:21:51.403,40469,39628,41130,40597,41651,1035,1950,938,1134,1117,1535,1563,1532,1501,1583,1601,42.0
21167,08:21:53.639,40437,39753,41118,40794,41613,1033,1949,934,1135,1116,1533,1563,1531,1500,1582,1602,42.0
21168,08:21:55.837,40532,39574,41286,40714,41620,1034,1950,934,1134,1116,1535,1560,1531,1503,1585,1603,42.0
21169,08:21:58.082,40542,39740,41171,40702,41710,1034,1950,935,1133,1114,1537,1560,1531,1500,1582,1599,42.0
21170,08:22:00.262,40451,39696,41334,40761,41553,1035,1950,934,1133,1116,1534,1562,1530,1501,1585,1599,42.0
21171,08:22:05.084,40473,39681,41276,40712,41600,1034,1949,935,1133,1116,1533,1563,1531,1502,1583,1601,42.0
21172,08:22:07.382,40527,39625,41163,40737,41692,1033,1950,935,1135,1117,1536,1563,1530,1502,1584,1601,42.0
21173,08:22:09.801,40447,39602,41310,40757,41616,1035,1949,934,1135,1116,1533,1561,1531,1499,1583,1599,42.0
21174,08:22:12.200,40455,39511,41182,40755,41607,1035,1948,936,1135,1116,1532,1564,1528,1503,1584,1599,42.0
21175,08:22:14.512,40430,39662,41062,40717,41544,1036,1948,935,1136,1117,1532,1563,1530,1501,1584,1601,42.0
